sentence,translated,fuel,machine,others,part,price,service
yaudah gue enggak ragu ambil Calya ini buat harian,"Olo, dang pola mardua roha au mambuat Calya on laho pangkeon siganup ari",neutral,neutral,positive,neutral,neutral,neutral
Soal nya menurut saya Wuling Confero S 1.5 tipe tertinggi harga nya lebih murah hanya 160 jutaan,"Na masa, menurut ahu, jenis Wuling Confero S 1,5 na tumimbo do na ummura, holan 160 juta do.",neutral,neutral,neutral,neutral,positive,neutral
dengan harga nya terjangkau mobil avanza ini masih digemari masyarakat indonesia sebagai mobil keluarga pilihan,"Dohot arga na terjangkau, mobil Avanza on tong do dihalomohon halak Indonesia songon mobil pilihan keluarga.",neutral,neutral,neutral,neutral,positive,neutral
Sayang enggak ada gps map - nya kayak versi yang lama . Padahal lumayan buat ke kondangan di pelosok yang susah sinyal . Screen mirror juga masa pakai kabel saja bisa nya,"Sayang do dang adong peta GPS songon versi najolo. Gariada tahe, cukup denggan do i laho tu pesta unjuk di luat na dao na so denggan sinyalna. Layar cermin pe holan mamakke kabel .",neutral,neutral,neutral,negative,neutral,neutral
Untuk menjaga performa terbaik Innova ini tak perlu banyak biaya servis seperti mobil saya terdahulu .,"Asa boi tongtong denggan kinerja ni Innova on, ndang pola godang biaya servis songon mobilhu na salpu.",neutral,neutral,neutral,neutral,neutral,positive
Kabin depan tengah dan belakang lebih lega dan nyaman PAJERO SPORT dibanding FORTUNER,"Kabin jolo, tonga dohot pudi lobi luas jala nyaman di PAJERO SPORT sian di FORTUNER.",neutral,neutral,neutral,negative,neutral,neutral
"Bapak gue punya gl yang facelift 2013 , sampai sini masih bagus , mesin masih enak + bensin V - power , belum pernah turun mesin","Bapakku adong do facelift GL 2013, saleleng on denggan dope, mesinna denggan dope + bensin V-power, dang hea dope dibuat mesinna",neutral,positive,positive,neutral,neutral,neutral
Terakhir service ke bengkel Daihatsu tahun 2016 . Agak mahal sih memang . Ehe .,Terakhir diservis di bengkel daihatsu tahun 2016. Memang agak mahal do hape. Ehe.,neutral,neutral,neutral,neutral,neutral,negative
Keseluruhan puas banget sih pakai hrv,"Keseluruhan, puas situtu do ahu mamangke HRV .",neutral,neutral,positive,neutral,neutral,neutral
mesin nya Avanza bandel dan nyaman dipakai .,Mesin ni Avanza on togu jala nyaman do dipangke.,neutral,positive,positive,neutral,neutral,neutral
"mobil avanza tidak terlau mahal , tetapi banyak fitur yang mendukung .","Mobil Avanza on dang pola arga, alai godang do fitur pendukungna.",neutral,neutral,neutral,positive,positive,neutral
"kalau ertiga body oke lah minimalis gitu, tapi tarikan lambat banget","Molo badan Ertiga oke do, minimalis do, alai tarikan memang lambat",neutral,negative,neutral,positive,neutral,neutral
saya dukung mobil fortuner,Au mendukung mobil Fortuner .,neutral,neutral,positive,neutral,neutral,neutral
"Honda Beat sangat mengerti di saat kantong lagi tipis tidak pernah rewel , mesin masih halus terus meskipun tiap hari dibawa perjalanan jauh terus","Diantusi situtu do Honda Beat molo tipis kantongmu, ndang hea ribut, tong do lancar mesinna nang pe diboan ho di pardalanan na dao ganup ari.",neutral,positive,positive,neutral,neutral,neutral
Calya lari nya juga lumayan kencang mantap jiwa,"Calya pe marlojong lumayan hatop, keren situtu",neutral,positive,neutral,neutral,neutral,neutral
sayang nya veloz masih menggunakan lampu halogen bukan LED ya juragan,"Sayang do molo Veloz on tong mamakke lampu halogen, dang LED, bos.",neutral,neutral,neutral,negative,neutral,neutral
HRV ini punya ultra seat jadi bawa barang yang jangkung atau mau menyembunyikan barang bisa di bawah jok . keren sih .,HRV on adong kursi ultra jadi boi mamboan barang na timbo manang manabunihon barang di toru ni kursi. nga sejuk hian.,neutral,neutral,neutral,positive,neutral,neutral
honda brio termasuk yang cukup ekonomis di kelas nya,Honda Brio lumayan hemat do di kelasna .,neutral,neutral,neutral,neutral,positive,neutral
Secara service untuk konsumen daihatsu masih lebih bagus dibanding toyota.,"Molo sian segi pelayanan tu konsumen, tong do dumenggan Daihatsu sian Toyota.",neutral,neutral,neutral,neutral,neutral,negative
cukup sebulan buat inden fortuner gak kaya xpander sampe setahun,"Holan sabulan do lelengna asa boi mamesan Fortuner, ndang songon Xpander na porlu sataon.",neutral,neutral,neutral,neutral,neutral,negative
scoopy kaya nya memang dibuat untuk anak muda yang oke pokoknya,"Scoopy songon na dibahen tu angka na poso, na mansai keren",neutral,neutral,positive,neutral,neutral,neutral
"Suka deh sama pilihan mobil avanza yang satu ini , tenaga bagus dan bandel","Sasintongna lomo do rohangku tu pilihan mobil Avanza on, denggan do gogona jala tangguh.",neutral,positive,neutral,neutral,neutral,neutral
"4 tahun pakai altis , terbukti sih ini mobil mesin nya bandel banget","4 taon mamakke Altis, terbukti do mesin ni mobil on memang tangguh",neutral,positive,neutral,neutral,neutral,neutral
Ini gue saja yang merasa bensin Xenia boros banget apa memang iya sih,Holan au do na manghilala godang do bensin ni Xenia i Tutu do songon i?,negative,neutral,neutral,neutral,neutral,neutral
Pajero sport lah ! Fitur safety nya lebih cakep daripada Fortuner,Olahraga pajero! Fitur keamanan na dumenggan sian Fortuner .,neutral,neutral,neutral,negative,neutral,neutral
"Njrit , mahal amat , vario perawatan cuma perlu ganti oli mesin sama gardan , kalau ada yang perlu diganti ya gue ganti sendiri , gue mending modal dikit beli toolkits buat bongkar motor daripada dibawa ke bengkel resmi , suka ngaco bengkel resmi","Njrit, arga situtu do i, perawatan ni Vario holan porlu do mangganti oli mesin dohot as roda, molo adong na porlu diganti, ahu sandiri do na mangganti, tumagon ma ahu mangalehon modal saotik laho manuhor toolkit laho mambongkar motor i sian na mamboan tu bengkel na sah,",neutral,neutral,neutral,neutral,neutral,negative
"CHR = harga selangit , fitur kurang joss","CHR = harga na berlebihan, hurang sian fitur na hebat",neutral,neutral,neutral,negative,negative,neutral
Bengkel honda payah bro ! Ngaret . Bengkel sebelah on time . #noted,"Bengkel honda menyedot bro! Tarlambat do. Bengkel na di sabola jabu i, tepat waktu do. #satatan",neutral,neutral,neutral,neutral,neutral,negative
keren pajero bro ... fortuner mah lewat ..,keren pajero bro... fortuner annon lewat..,neutral,neutral,negative,neutral,neutral,neutral
Yahama Aerox 155 vva akselerasi memang top.,Yamaha Aerox 155 vva percepatan memang top.,neutral,positive,neutral,neutral,neutral,neutral
scoopy kece . Bensin irit dibawa jauh pun tidak rewel . Enggak banyak buang-buang uang saat servis .,"keren do sendok i. Hemat bahan bakar, dang adong ribut nang pe diboan jarak jauh. Ndang godang buang hepeng tingki marservis.",positive,neutral,positive,neutral,neutral,positive
"Daihatsu Sigra, tangki bensin rawan bocor karena terbuat dari bahan plastik.","Daihatsu Sigra, tangki BBM na rawan bocor ala dibahen sian plastik.",neutral,neutral,neutral,negative,neutral,neutral
"menurut gue ini mobil agak cengeng sih , alias banyak penyakit , menurut pendapat saya","Menurut au, mobil on agak merengek, alias godang do masalahna, menurut au",neutral,neutral,negative,neutral,neutral,neutral
"grand livina XV matic saya sangat nyaman , enggak pernah ada masalah berarti . nissan top","Matikku mansai nyaman, ndang hea adong masalah na signifikan. top nissan",neutral,neutral,positive,neutral,neutral,neutral
Altis ku tahun 2001 istimewa banget,Altis 2001 ku sangat istimewa .,neutral,neutral,positive,neutral,neutral,neutral
Desain Unibody ini memberikan kemampuan lebih kepada Avanza dalam menahan beban dan itu salah satu poin dibandingkan dengan para pesaing nya juragan,"Desain Unibody on mangalehon Avanza lobi kemampuan manahan beban jala i ma salah satu poin dibandinghon tu pesaingna, bos.",neutral,neutral,neutral,positive,neutral,neutral
Entah kenapa gue melihat mobil ini enggak proporsional dari samping - belakang,Dang huboto boasa hubereng mobil on songon na so proporsional sian samping - pudi .,neutral,neutral,neutral,negative,neutral,neutral
Menurut gw sih fortuner menang jauh dari segi kemewahan nya daripada pajero yg kampungan banget,"Menurut au, Fortuner do na monang dao sian segi kemewahan dibandingkon Pajero, na mansai pedesaan.",neutral,neutral,negative,neutral,neutral,neutral
Menurut saya pribadi : Vario 150 2018 hanya ganti baju saja . Mesin dan rem kurang memuaskan karena tak ada peningkatan .,Menurut pendapatku pribadi: Vario 150 2018 on holan ganti baju do. Mesin dohot remna hurang memuaskan ala ndang adong perbaikan.,neutral,negative,neutral,negative,neutral,neutral
"kalau kata tukang bengkel , xenia adalah mobil irit . irit bensin ( dapat 1:12 ) .","Mangihuthon montir i, mobil hemat do Xenia i. hemat bahan bakar (dapot 1:12).",positive,neutral,neutral,neutral,neutral,neutral
Kalo Ada HRV prestige .. pasti juara disini,Molo adong gengsi HRV... pasti do juara dison,neutral,neutral,positive,neutral,neutral,neutral
"Adik ku juga pakai hrv tetapi yang 1500 , kalau lagi nebeng di kursi belakang memang nyaman banget luas .","Anggikku pe mamakke HRV do alai na 1500 i, molo au naik di kursi pudi tung nyaman jala luas do.",neutral,neutral,neutral,positive,neutral,neutral
"Tadi siang mampir ke dealer mobil Toyota Bintaro , nanya-nanya mobil avanza . Sales girl - nya pelayanan nya gak ramah banget . Orang kayak gitu dijadiin sales mobil","Siang on singgah ma au tu dealer mobil Toyota Bintaro, manukkun taringot tu mobil Avanza i. Ndang apala ramah pelayanan ni borua penjualan i. Halak na songon i gabe penjual mobil .",neutral,neutral,neutral,neutral,neutral,negative
Wuling Confero mobil nyaman buat keluarga .,Wuling Confero mobil nyaman untuk keluarga.,neutral,neutral,positive,neutral,neutral,neutral
Honda HRV Cvt - nya lambat ( enggak tahu yang 1.8 ) .,"Honda HRV CVT na lambat do (ndang huboto taringot tu 1,8).",neutral,neutral,neutral,negative,neutral,neutral
Suzuki All New Ertiga Kini Semakin Mahal,Suzuki Semua Ertiga Baru Saonari Lebih Mahal,neutral,neutral,neutral,neutral,negative,neutral
Harga ignis sangat baik untuk harga mobil segitu,Arga ni Ignis on mansai denggan do tu mobil songon on.,neutral,neutral,neutral,neutral,positive,neutral
"Toyota harga kemahalan , kualitas menurun , layanan purnajual menurun","Arga ni Toyota nunga tung arga, kualitasna pe lam moru, pelayanan purna jual lam moru",neutral,neutral,negative,neutral,negative,negative
service toyota memang tidak pernah mengecewakan,Layanan Toyota dang hea mengecewakan .,neutral,neutral,neutral,neutral,neutral,positive
vario jauh lebih boros daripada mio,Vario jauh lebih boros sian Mio .,negative,neutral,neutral,neutral,neutral,neutral
Suspensi enak pajero sport bro bukan fortuner,"Denggan do suspensi ni Pajero Sport on bro, dang Fortuner",neutral,neutral,neutral,negative,neutral,neutral
meskipun honda brio body nya oke tapi kalo mesin nya tidak bagus ya buat apa,"Nang pe bodi ni Honda Brio on oke, molo dang denggan mesinna, aha ma gunana?",neutral,negative,neutral,positive,neutral,neutral
"Toyota rush ini perawatan nya mudah , bengkel banyak di mana-mana .","Toyota Rush on mura do dipertahanhon, godang do bengkel di sude inganan.",neutral,neutral,neutral,neutral,neutral,positive
"Sampai saat ini brand mobil paling memuaskan gue secara keseluruhan : value , kualitas mobil , purnajual masih Toyota .","Saleleng on, merek mobil na paling memuaskan au secara keseluruhan: nilai, kualitas mobil, layanan purna jual tong do Toyota.",neutral,neutral,positive,neutral,positive,neutral
"suka sama brio karena lincah dan gesit banget untuk dibawa ke manapun, calya kalah jauh pokok nya","Lomo do rohangku tu Brio ala tung mansai lincah jala lincah do diboan manang tudia pe, Calya dao do ummetmet.",neutral,negative,neutral,neutral,neutral,neutral
"GL ini menurut saya, enak dikendarai dari perspektif pengemudi.","Menurut au, GL on nyaman do dibonceng sian perspektif supir.",neutral,neutral,positive,neutral,neutral,neutral
Wuling cortez ini kayak nya nyaman banget sih daripada avanza,Wuling Cortez on hira na dao do umnyaman sian Avanza .,neutral,neutral,negative,neutral,neutral,neutral
cinta banget sama pilihan warna honda jazz yang bikin gemas,tutu holong rohangku tu pilihan warna ni Honda Jazz na mansai menggemaskan .,neutral,neutral,neutral,positive,neutral,neutral
"Kijang kapsul luas tetapi boros bensin , avanza irit tetapi sempit , huh","Kijang Kapsul luas alai boros bensin, Avanza hemat alai sompit, ha",positive,neutral,neutral,negative,neutral,neutral
saya lebih ke mobilio karena dari segi tenaga lebih unggul,Lomoan do rohangku tu Mobilio ala sian segi daya unggul do i .,neutral,positive,neutral,neutral,neutral,neutral
"Mitsubishi ini mobil yang perawatan nya gampang , enak banget","Mitsubishi on mobil na mura dipertahanhon, sangat bagus",neutral,neutral,neutral,neutral,neutral,positive
"mantep juga nih ketahanan mesin mobil nya wuling confero L, auto banyak yang beli buat taksi online.","Daya tahan ni mesin mobil Wuling Confero L pe hebat do, gabe godang do halak manuhor tu taksi online.",neutral,positive,neutral,neutral,neutral,neutral
jazz tenaga nya oke banget daripada brio kalah jauh,"Denggan do tutu gogo ni Jazz, molo dibandinghon tu Brio, dao do ummetmet",neutral,negative,neutral,neutral,neutral,neutral
Saya lebih cenderung VRZ punya daya tarik tersendiri,Au lebih cenderung marpikir VRZ adong pesona tersendiri .,neutral,neutral,positive,neutral,neutral,neutral
kelengkapan fitur sama kapasitas cc dan power yang lebih gede .. sirion lebih banyak keunggulan,fitur lengkap dengan kapasitas cc na sarupa dohot daya na umbalga... Sirion lebih banyak keunggulan,neutral,positive,neutral,positive,neutral,neutral
"Saya pake all New Honda Brio Satya E gan , sangat nyaman dan good , apalagi brand nya H , beda dengan suzuki ignis dan Daihatsu sirion","Hupangke do Honda Brio Satya E na baru on, bro, mansai nyaman jala denggan do i, apalagi merek H, asing sian Suzuki Ignis dohot Daihatsu Sirion.",neutral,neutral,negative,neutral,neutral,neutral
"Tolong dong dibenahi AHAS nya , masa saya mau servis motor dan ganti oli mekanik nya gak ada .","Tolong ma padenggan AHAS, alana molo naeng service motorhu dohot mangganti oli, dang adong montir.",neutral,neutral,neutral,neutral,neutral,negative
Penilaian saya adalah Avanza ini mobil nyaris sempurna,"Penilaianku, mobil na hampir sempurna do Avanza on.",neutral,neutral,positive,neutral,neutral,neutral
saya semakin yakin untuk pakai honda brio sebagai mobil sehari-hari karena menyenangkan untuk dikendarai .,Lam pos do rohangku mamangke Honda Brio on gabe mobilhu siganup ari ala tabo do marmotor.,neutral,neutral,positive,neutral,neutral,neutral
"kaki-kaki nyaman kabin dan bagasi juga luas banget , interior dan fitur juga terbilang bagus di kelas nya . Pokok nya senang lah pakai hrv","Pat na nyaman, kabin dohot bagasi pe mansai luas, interior dohot fitur pe cukup denggan di kelasna. Pada dasarna, las do rohangku mamangke HRV .",neutral,neutral,neutral,positive,neutral,neutral
"Beli Wuling Confero S dapat jasa servis 2,5 tahun enggak usah bayar .","Tuhor ma Wuling Confero S jala dapot ma pelayanan 2,5 taon tanpa bayar.",neutral,neutral,neutral,neutral,neutral,positive
Mini masih kalah besar tenaga nya dibanding daihatsu ayla turbo,Mini tong do hurang gogona sian Daihatsu Ayla Turbo .,neutral,positive,neutral,neutral,neutral,neutral
Warna Avanza keluaran terbaru ini menambah mobil menjadi terlihat lebih modern,Warna ni Avanza terbaru on mambahen mobil i gabe lam modern.,neutral,neutral,neutral,positive,neutral,neutral
"Xenia tahun 2008 dipakai selama 2 bulan bolak-balik jakarta - bandung , mesin tidak sekalipun bermasalah .","Dipake Xenia 2008 saleleng 2 bulan mulak-ulak antar Jakarta dohot Bandung, mesin na dang hea marmasalah.",neutral,positive,neutral,neutral,neutral,neutral
